Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Vehicle_Type
201020G006011,Slight,29-01-2022,52.587203,Daylight,Wolverhampton,-2.177829,1,2,Wet or damp,Single carriageway,Urban,Car
201020G006012,Serious,22-01-2022,52.604706,Daylight,Wolverhampton,-2.12991,1,2,Dry,Dual carriageway,Urban,Car
201020G006060,Slight,31-07-2022,52.615242,Daylight,Wolverhampton,-2.112217,1,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G006070,Slight,02-07-2022,52.585653,Daylight,Wolverhampton,-2.124392,1,1,Dry,One way street,Urban,Car
201020G006080,Slight,01-08-2022,52.584124,Daylight,Wolverhampton,-2.125273,1,2,Dry,Single carriageway,Urban,Car
201020G006090,Slight,03-08-2022,52.561596,Daylight,Wolverhampton,-2.167842,1,2,Dry,Single carriageway,Urban,Taxi/Private hire car
201020G006110,Serious,18-05-2022,52.613096,Daylight,Wolverhampton,-2.09951,1,1,Dry,Roundabout,Urban,Car
201020G006112,Slight,28-01-2022,52.580844,Darkness - lights lit,Wolverhampton,-2.068445,3,2,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
201020G006180,Serious,07-08-2022,52.581559,Daylight,Wolverhampton,-2.164228,1,3,Dry,Single carriageway,Urban,Car
201020G006211,Slight,25-01-2022,52.587966,Darkness - lights lit,Wolverhampton,-2.145949,1,2,Dry,Single carriageway,Urban,Car
201020G006212,Slight,01-02-2022,52.606357,Daylight,Wolverhampton,-2.09536,1,1,Dry,Single carriageway,Urban,Car
201020G006340,Slight,04-08-2022,52.585721,Daylight,Wolverhampton,-2.14358,1,2,Dry,Single carriageway,Urban,Car
201020G006350,Slight,09-08-2022,52.601739,Daylight,Wolverhampton,-2.129901,1,2,Dry,Roundabout,Urban,Car
201020G006360,Slight,17-07-2022,52.587569,Daylight,Wolverhampton,-2.093548,1,2,Dry,Single carriageway,Urban,Car
201020G006380,Serious,13-08-2022,52.553335,Darkness - lights lit,Wolverhampton,-2.067812,1,2,Dry,Single carriageway,Urban,Car
201020G006400,Slight,14-08-2022,52.613736,Daylight,Wolverhampton,-2.085924,1,2,Wet or damp,Single carriageway,Urban,Car
201020G006412,Slight,02-02-2022,52.604919,Darkness - lights lit,Wolverhampton,-2.094914,1,2,Wet or damp,Single carriageway,Urban,Car
201020G006420,Fatal,13-08-2022,52.61194,Daylight,Wolverhampton,-2.083558,1,1,Wet or damp,Single carriageway,Urban,Car
201020G006480,Slight,21-07-2022,52.58718,Daylight,Wolverhampton,-2.125725,1,1,Dry,Single carriageway,Urban,Car
201020G006490,Slight,12-08-2022,52.596166,Daylight,Wolverhampton,-2.129441,1,2,Dry,Roundabout,Urban,Car
201020G006510,Slight,13-08-2022,52.594762,Darkness - lights lit,Wolverhampton,-2.092825,4,3,Wet or damp,Roundabout,Urban,Car
201020G006540,Slight,13-08-2022,52.56511,Daylight,Wolverhampton,-2.070781,2,2,Dry,Single carriageway,Urban,Car
201020G006550,Slight,11-08-2022,52.585098,Daylight,Wolverhampton,-2.13856,1,2,Dry,Single carriageway,Urban,Car
201020G006560,Serious,10-08-2022,52.598175,Daylight,Wolverhampton,-2.175363,1,2,Dry,Single carriageway,Urban,Car
201020G006580,Slight,11-08-2022,52.584572,Daylight,Wolverhampton,-2.193463,1,2,Dry,Single carriageway,Urban,Car
201020G006590,Slight,25-06-2022,52.61604,Daylight,Wolverhampton,-2.123444,1,1,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
201020G006610,Slight,12-08-2022,52.607458,Daylight,Wolverhampton,-2.06258,1,2,Dry,Single carriageway,Urban,Car
201020G006710,Slight,19-08-2022,52.580348,Daylight,Wolverhampton,-2.125705,4,4,Wet or damp,Dual carriageway,Urban,Car
201020G006711,Slight,04-02-2022,52.59185,Daylight,Wolverhampton,-2.130167,1,2,Dry,Single carriageway,Urban,Car
201020G006712,Slight,02-02-2022,52.613392,Darkness - lights lit,Wolverhampton,-2.060077,2,2,Wet or damp,Single carriageway,Urban,Car
201020G006720,Slight,10-07-2022,52.589167,Daylight,Wolverhampton,-2.116874,1,2,Dry,Dual carriageway,Urban,Taxi/Private hire car
201020G006730,Slight,16-08-2022,52.593721,Daylight,Wolverhampton,-2.144492,1,1,Dry,Single carriageway,Urban,Car
201020G006770,Slight,12-08-2022,52.588594,Darkness - lights lit,Wolverhampton,-2.14728,1,3,Wet or damp,Single carriageway,Urban,Car
201020G006812,Slight,02-02-2022,52.555826,Darkness - lights lit,Wolverhampton,-2.103953,1,3,Wet or damp,Dual carriageway,Urban,Car
201020G006830,Slight,20-08-2022,52.590387,Daylight,Wolverhampton,-2.150681,3,2,Wet or damp,Single carriageway,Urban,Car
201020G006870,Slight,14-07-2022,52.580844,Daylight,Wolverhampton,-2.069035,1,2,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
201020G006900,Slight,21-08-2022,52.565653,Darkness - lights lit,Wolverhampton,-2.064733,3,2,Wet or damp,Dual carriageway,Urban,Car
201020G006910,Serious,31-08-2022,52.583399,Daylight,Wolverhampton,-2.130437,1,1,Dry,One way street,Urban,Car
201020G006920,Serious,27-08-2022,52.56952,Daylight,Wolverhampton,-2.158872,2,2,Dry,Single carriageway,Urban,Other vehicle
201020G006960,Slight,09-08-2022,52.568016,Daylight,Wolverhampton,-2.139539,1,2,Dry,Single carriageway,Urban,Car
201020G006990,Slight,28-08-2022,52.588711,Daylight,Wolverhampton,-2.123368,3,4,Dry,Dual carriageway,Urban,Motorcycle over 500cc
201020G007020,Slight,26-08-2022,52.593185,Daylight,Wolverhampton,-2.142128,1,2,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
201020G007050,Slight,27-08-2022,52.587812,Daylight,Wolverhampton,-2.122922,1,2,Dry,Single carriageway,Urban,Car
201020G007080,Slight,20-08-2022,52.607096,Daylight,Wolverhampton,-2.067305,1,2,Wet or damp,Single carriageway,Urban,Car
201020G007090,Slight,31-08-2022,52.59649,Daylight,Wolverhampton,-2.158969,2,2,Dry,Single carriageway,Urban,Car
201020G007100,Slight,24-08-2022,52.562111,Daylight,Wolverhampton,-2.112967,2,2,Wet or damp,Dual carriageway,Urban,Car
201020G007110,Slight,26-08-2022,52.585907,Darkness - lights lit,Wolverhampton,-2.139005,3,2,Wet or damp,Single carriageway,Urban,Car
201020G007111,Slight,05-02-2022,52.595239,Darkness - lights lit,Wolverhampton,-2.152764,1,1,Dry,Single carriageway,Urban,Car
201020G007112,Slight,02-02-2022,52.589019,Darkness - lights lit,Wolverhampton,-2.077905,1,2,Wet or damp,Single carriageway,Urban,Car
201020G007120,Slight,25-08-2022,52.593224,Daylight,Wolverhampton,-2.104189,2,2,Wet or damp,Dual carriageway,Urban,Car
201020G007130,Slight,25-08-2022,52.580844,Daylight,Wolverhampton,-2.068445,1,2,Dry,Single carriageway,Urban,Car
201020G007140,Slight,05-09-2022,52.598633,Daylight,Wolverhampton,-2.085599,1,2,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
201020G007150,Slight,31-08-2022,52.572196,Daylight,Wolverhampton,-2.094696,1,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G007170,Slight,05-07-2022,52.601553,Daylight,Wolverhampton,-2.135363,1,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G007190,Slight,13-07-2022,52.585653,Daylight,Wolverhampton,-2.124392,1,1,Dry,One way street,Urban,Bus or coach (17 or more pass seats)
201020G007212,Slight,05-02-2022,52.624682,Daylight,Wolverhampton,-2.111798,1,2,Dry,Single carriageway,Urban,Car
201020G007220,Slight,27-08-2022,52.587812,Daylight,Wolverhampton,-2.122775,1,2,Wet or damp,Dual carriageway,Urban,Car
201020G007230,Slight,03-09-2022,52.584191,Daylight,Wolverhampton,-2.145494,2,2,Dry,Single carriageway,Urban,Car
201020G007270,Slight,06-09-2022,52.55954,Daylight,Wolverhampton,-2.159426,2,2,Dry,Dual carriageway,Urban,Car
201020G007290,Slight,28-08-2022,52.572792,Daylight,Wolverhampton,-2.129815,1,2,Dry,Single carriageway,Urban,Car
201020G007312,Slight,27-01-2022,52.562316,Darkness - lights lit,Wolverhampton,-2.082431,1,2,Wet or damp,Dual carriageway,Urban,Car
201020G007350,Slight,30-08-2022,52.583468,Daylight,Wolverhampton,-2.148148,1,2,Dry,Single carriageway,Urban,Car
201020G007360,Slight,03-09-2022,52.556301,Darkness - lights lit,Wolverhampton,-2.070029,1,2,Dry,Single carriageway,Urban,Car
201020G007370,Slight,04-09-2022,52.57477,Daylight,Wolverhampton,-2.129083,1,2,Dry,Single carriageway,Urban,Car
201020G007380,Serious,13-09-2022,52.590438,Daylight,Wolverhampton,-2.10374,1,1,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G007390,Serious,11-09-2022,52.565021,Daylight,Wolverhampton,-2.069601,3,2,Dry,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
201020G007400,Slight,03-09-2022,52.585544,Daylight,Wolverhampton,-2.141366,2,2,Dry,Single carriageway,Urban,Car
201020G007410,Slight,06-09-2022,52.603627,Daylight,Wolverhampton,-2.130349,1,2,Dry,Dual carriageway,Urban,Car
201020G007420,Slight,08-09-2022,52.577562,Darkness - lights lit,Wolverhampton,-2.124517,1,2,Dry,Dual carriageway,Urban,Car
201020G007440,Slight,10-09-2022,52.587442,Daylight,Wolverhampton,-2.133106,1,2,Wet or damp,Dual carriageway,Urban,Car
201020G007450,Slight,10-09-2022,52.584387,Darkness - lights lit,Wolverhampton,-2.131768,1,1,Wet or damp,Single carriageway,Urban,Car
201020G007460,Slight,10-09-2022,52.586731,Darkness - lights lit,Wolverhampton,-2.125576,1,2,Wet or damp,Single carriageway,Urban,Car
201020G007470,Slight,16-09-2022,52.563304,Darkness - lights lit,Wolverhampton,-2.083613,1,2,Wet or damp,Roundabout,Urban,Car
201020G007490,Slight,10-09-2022,52.571026,Daylight,Wolverhampton,-2.17437,1,2,Dry,Single carriageway,Urban,Car
201020G007500,Slight,12-08-2022,52.561026,Daylight,Wolverhampton,-2.119012,1,1,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
201020G007511,Slight,07-02-2022,52.566954,Darkness - lights lit,Wolverhampton,-2.124044,1,3,Dry,Single carriageway,Urban,Taxi/Private hire car
201020G007512,Slight,07-02-2022,52.593856,Daylight,Wolverhampton,-2.101238,1,2,Dry,Single carriageway,Urban,Car
201020G007520,Slight,13-09-2022,52.566257,Darkness - lights lit,Wolverhampton,-2.10147,3,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
201020G007580,Slight,16-08-2022,52.56864,Daylight,Wolverhampton,-2.143672,1,1,Dry,Single carriageway,Urban,Car
201020G007590,Slight,17-08-2022,52.61702,Daylight,Wolverhampton,-2.132014,2,2,Dry,Single carriageway,Urban,Car
201020G007680,Slight,15-09-2022,52.586038,Darkness - lights lit,Wolverhampton,-2.097678,2,4,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
201020G007690,Slight,10-09-2022,52.586641,Daylight,Wolverhampton,-2.125576,1,2,Wet or damp,Single carriageway,Urban,Car
201020G007730,Serious,22-09-2022,52.593315,Darkness - lights lit,Wolverhampton,-2.102713,1,2,Dry,Single carriageway,Urban,Car
201020G007770,Slight,10-09-2022,52.56688,Daylight,Wolverhampton,-2.1087,1,1,Wet or damp,Single carriageway,Urban,Car
201020G007810,Serious,15-09-2022,52.580176,Darkness - lights lit,Wolverhampton,-2.117588,1,2,Wet or damp,Single carriageway,Urban,Car
201020G007811,Slight,10-02-2022,52.58689,Daylight,Wolverhampton,-2.143584,1,2,Dry,Single carriageway,Urban,Car
201020G007850,Serious,18-09-2022,52.615935,Daylight,Wolverhampton,-2.137476,2,2,Wet or damp,Single carriageway,Urban,Car
201020G007880,Slight,01-09-2022,52.617755,Darkness - lights lit,Wolverhampton,-2.116655,1,2,Dry,Single carriageway,Urban,Car
201020G007911,Slight,11-02-2022,52.57428,Darkness - lights lit,Wolverhampton,-2.162135,1,1,Dry,Single carriageway,Urban,Taxi/Private hire car
201020G007930,Slight,24-08-2022,52.593766,Daylight,Wolverhampton,-2.101533,3,1,Dry,Dual carriageway,Urban,Taxi/Private hire car
201020G007970,Slight,15-09-2022,52.58503,Daylight,Wolverhampton,-2.118634,1,2,Dry,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
201020G008090,Slight,21-09-2022,52.576411,Daylight,Wolverhampton,-2.10651,2,3,Dry,Single carriageway,Urban,Car
201020G008111,Slight,15-02-2022,52.575274,Darkness - lights lit,Wolverhampton,-2.158597,1,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G008112,Slight,02-02-2022,52.567351,Daylight,Wolverhampton,-2.08067,1,4,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G008160,Serious,25-09-2022,52.618605,Darkness - lights lit,Wolverhampton,-2.062448,1,1,Dry,Single carriageway,Urban,Car
201020G008170,Slight,24-09-2022,52.576618,Daylight,Wolverhampton,-2.070209,2,2,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
201020G008180,Slight,01-09-2022,52.575122,Daylight,Wolverhampton,-2.136462,4,2,Dry,Dual carriageway,Urban,Car
201020G008210,Serious,13-09-2022,52.617036,Daylight,Wolverhampton,-2.1168,1,2,Dry,Roundabout,Urban,Car
201020G008211,Slight,16-02-2022,52.582029,Daylight,Wolverhampton,-2.148586,2,1,Wet or damp,Single carriageway,Urban,Car
201020G008240,Slight,16-09-2022,52.596669,Daylight,Wolverhampton,-2.159413,1,2,Wet or damp,Single carriageway,Urban,Car
201020G008260,Slight,13-09-2022,52.575905,Darkness - lights lit,Wolverhampton,-2.156829,1,1,Wet or damp,Single carriageway,Urban,Car
201020G008270,Slight,27-09-2022,52.611203,Daylight,Wolverhampton,-2.106004,1,2,Dry,Single carriageway,Urban,Taxi/Private hire car
201020G008310,Slight,05-09-2022,52.594134,Daylight,Wolverhampton,-2.090757,1,1,Dry,Single carriageway,Urban,Minibus (8 - 16 passenger seats)
201020G008411,Slight,14-02-2022,52.563173,Daylight,Wolverhampton,-2.129492,3,2,Dry,Roundabout,Urban,Car
201020G008412,Slight,12-02-2022,52.555032,Darkness - lights lit,Wolverhampton,-2.085219,1,2,Wet or damp,Dual carriageway,Urban,Car
201020G008430,Slight,21-08-2022,52.585742,Darkness - lights lit,Wolverhampton,-2.125573,1,1,Dry,Single carriageway,Urban,Motorcycle over 500cc
201020G008440,Slight,01-09-2022,52.572196,Daylight,Wolverhampton,-2.094843,1,2,Dry,Single carriageway,Urban,Car
201020G008470,Slight,01-10-2022,52.564475,Daylight,Wolverhampton,-2.080222,1,2,Wet or damp,Single carriageway,Urban,Car
201020G008511,Slight,16-02-2022,52.585285,Daylight,Wolverhampton,-2.131919,5,2,Wet or damp,Single carriageway,Urban,Car
201020G008540,Slight,02-07-2022,52.596383,Daylight,Wolverhampton,-2.089286,2,2,Dry,Single carriageway,Urban,Car
201020G008550,Slight,28-09-2022,52.555916,Daylight,Wolverhampton,-2.103806,1,2,Dry,Dual carriageway,Urban,Other vehicle
201020G008560,Slight,29-09-2022,52.580836,Darkness - lights lit,Wolverhampton,-2.166882,1,1,Wet or damp,Single carriageway,Urban,Car
201020G008590,Slight,29-09-2022,52.602937,Daylight,Wolverhampton,-2.099635,1,2,Wet or damp,Single carriageway,Urban,Car
201020G008630,Serious,05-10-2022,52.574366,Daylight,Wolverhampton,-2.077584,1,1,Dry,Single carriageway,Urban,Car
201020G008650,Slight,22-09-2022,52.571261,Daylight,Wolverhampton,-2.131729,1,2,Dry,Single carriageway,Urban,Car
201020G008660,Slight,04-10-2022,52.59134,Daylight,Wolverhampton,-2.176665,1,2,Dry,Single carriageway,Urban,Car
201020G008670,Slight,04-10-2022,52.593685,Daylight,Wolverhampton,-2.090314,2,3,Dry,Single carriageway,Urban,Car
201020G008711,Slight,12-02-2022,52.57818,Darkness - lights lit,Wolverhampton,-2.134701,1,2,Wet or damp,Single carriageway,Urban,Car
201020G008712,Slight,04-02-2022,52.59522,Darkness - lights lit,Wolverhampton,-2.080573,1,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G008730,Slight,01-10-2022,52.60156,Daylight,Wolverhampton,-2.1299,3,1,Dry,Roundabout,Urban,Motorcycle 125cc and under
201020G008740,Slight,08-10-2022,52.58727,Daylight,Wolverhampton,-2.12602,2,1,Dry,Single carriageway,Urban,Car
201020G008750,Slight,08-10-2022,52.559724,Daylight,Wolverhampton,-2.156181,3,2,Dry,Dual carriageway,Urban,Car
201020G008760,Slight,08-10-2022,52.569973,Daylight,Wolverhampton,-2.055149,1,2,Dry,Roundabout,Urban,Car
201020G008770,Serious,08-10-2022,52.599892,Daylight,Wolverhampton,-2.085306,1,1,Dry,Single carriageway,Urban,Car
201020G008840,Slight,09-10-2022,52.563752,Daylight,Wolverhampton,-2.085531,1,2,Dry,Single carriageway,Urban,Car
201020G008850,Slight,09-10-2022,52.574106,Darkness - lights lit,Wolverhampton,-2.060614,1,2,Dry,Single carriageway,Urban,Car
201020G008870,Slight,12-10-2022,52.597008,Darkness - lights lit,Wolverhampton,-2.094749,2,3,Dry,Single carriageway,Urban,Car
201020G008900,Slight,08-10-2022,52.589067,Darkness - lights lit,Wolverhampton,-2.126764,2,2,Dry,Dual carriageway,Urban,Car
201020G008940,Slight,05-09-2022,52.574273,Daylight,Wolverhampton,-2.167152,2,2,Wet or damp,Single carriageway,Urban,Car
201020G008980,Slight,16-10-2022,52.613818,Daylight,Wolverhampton,-2.09641,1,2,Dry,Single carriageway,Urban,Car
201020G009000,Slight,23-08-2022,52.564028,Daylight,Wolverhampton,-2.076533,1,2,Dry,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
201020G009010,Slight,10-09-2022,52.57019,Darkness - lights lit,Wolverhampton,-2.124643,1,2,Wet or damp,Single carriageway,Urban,Car
201020G009040,Slight,09-10-2022,52.617215,Daylight,Wolverhampton,-2.117096,1,2,Dry,Single carriageway,Urban,Car
201020G009050,Serious,16-10-2022,52.585365,Darkness - lights lit,Wolverhampton,-2.14107,1,2,Wet or damp,Single carriageway,Urban,Car
201020G009100,Slight,11-10-2022,52.587863,Daylight,Wolverhampton,-2.156134,1,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G009170,Slight,18-10-2022,52.598343,Daylight,Wolverhampton,-2.110107,1,1,Dry,Single carriageway,Urban,Car
201020G009190,Slight,18-10-2022,52.593647,Daylight,Wolverhampton,-2.130763,1,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G009200,Slight,19-10-2022,52.572758,Daylight,Wolverhampton,-2.058989,1,1,Wet or damp,Single carriageway,Urban,Car
201020G009230,Slight,19-10-2022,52.555916,Darkness - lights lit,Wolverhampton,-2.103953,1,2,Wet or damp,Dual carriageway,Urban,Car
201020G009250,Slight,22-10-2022,52.568017,Daylight,Wolverhampton,-2.138949,1,2,Dry,Single carriageway,Urban,Car
201020G009270,Slight,23-10-2022,52.587719,Daylight,Wolverhampton,-2.126169,1,1,Wet or damp,Single carriageway,Urban,Car
201020G009300,Slight,19-10-2022,52.61898,Daylight,Wolverhampton,-2.147382,3,2,Wet or damp,Single carriageway,Urban,Car
201020G009310,Serious,19-10-2022,52.593185,Daylight,Wolverhampton,-2.142128,3,6,Wet or damp,Single carriageway,Urban,Car
201020G009320,Slight,09-10-2022,52.581044,Daylight,Wolverhampton,-2.146074,1,1,Dry,Single carriageway,Urban,Car
201020G009350,Slight,25-10-2022,52.585653,Daylight,Wolverhampton,-2.12454,1,1,Dry,One way street,Urban,Car
201020G009390,Slight,17-10-2022,52.607368,Daylight,Wolverhampton,-2.06317,1,2,Dry,Single carriageway,Urban,Car
201020G009400,Serious,21-10-2022,52.597745,Daylight,Wolverhampton,-2.161779,2,5,Dry,Single carriageway,Urban,Car
201020G009410,Slight,15-10-2022,52.621159,Daylight,Wolverhampton,-2.129072,1,3,Wet or damp,Roundabout,Urban,Car
201020G009411,Slight,14-02-2022,52.570528,Darkness - lights lit,Wolverhampton,-2.143973,2,3,Wet or damp,Single carriageway,Urban,Car
201020G009420,Slight,21-10-2022,52.569246,Darkness - lights lit,Wolverhampton,-2.069902,2,2,Dry,Single carriageway,Urban,Car
201020G009430,Serious,20-10-2022,52.596992,Darkness - lights lit,Wolverhampton,-2.112761,1,1,Dry,Single carriageway,Urban,Car
201020G009440,Slight,25-10-2022,52.579727,Daylight,Wolverhampton,-2.117439,1,1,Dry,Single carriageway,Urban,Car
201020G009460,Slight,28-10-2022,52.587607,Daylight,Wolverhampton,-2.145062,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
201020G009510,Slight,25-10-2022,52.580201,Daylight,Wolverhampton,-2.089253,1,2,Flood over 3cm. deep,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G009520,Slight,31-10-2022,52.611199,Darkness - lights lit,Wolverhampton,-2.109991,1,2,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
201020G009530,Slight,30-10-2022,52.626389,Darkness - lights lit,Wolverhampton,-2.113575,4,2,Dry,Single carriageway,Urban,Car
201020G009540,Serious,28-10-2022,52.545847,Daylight,Wolverhampton,-2.104667,1,1,Dry,Single carriageway,Urban,Car
201020G009580,Serious,02-11-2022,52.618851,Darkness - lights lit,Wolverhampton,-2.097455,1,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G009660,Slight,03-11-2022,52.573209,Daylight,Wolverhampton,-2.056924,1,1,Dry,Single carriageway,Urban,Car
201020G009670,Serious,03-11-2022,52.584394,Daylight,Wolverhampton,-2.125422,1,1,Wet or damp,Dual carriageway,Urban,Car
201020G009690,Slight,08-10-2022,52.56916,Darkness - lights lit,Wolverhampton,-2.064148,1,2,Dry,Single carriageway,Urban,Car
201020G009700,Slight,04-11-2022,52.562111,Daylight,Wolverhampton,-2.113114,1,1,Wet or damp,Dual carriageway,Urban,Goods 7.5 tonnes mgw and over
201020G009710,Serious,06-11-2022,52.554418,Darkness - lights lit,Wolverhampton,-2.060439,2,1,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
201020G009720,Slight,05-11-2022,52.566091,Darkness - lights lit,Wolverhampton,-2.082733,1,1,Wet or damp,Single carriageway,Urban,Car
201020G009730,Serious,05-11-2022,52.580288,Daylight,Wolverhampton,-2.092647,1,1,Wet or damp,Single carriageway,Urban,Car
201020G009740,Slight,06-11-2022,52.57855,Daylight,Wolverhampton,-2.12511,1,2,Dry,One way street,Urban,Car
201020G009750,Slight,06-11-2022,52.602139,Darkness - lights lit,Wolverhampton,-2.085754,1,2,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
201020G009760,Slight,05-11-2022,52.565105,Daylight,Wolverhampton,-2.078895,1,2,Dry,Roundabout,Urban,Taxi/Private hire car
201020G009780,Slight,30-09-2022,52.580707,Daylight,Wolverhampton,-2.125706,1,2,Dry,Dual carriageway,Urban,Car
201020G009790,Slight,04-11-2022,52.548988,Daylight,Wolverhampton,-2.110278,1,2,Wet or damp,Single carriageway,Urban,Car
201020G009811,Slight,20-02-2022,52.591585,Daylight,Wolverhampton,-2.126328,4,3,Wet or damp,Dual carriageway,Urban,Car
201020G009812,Slight,12-02-2022,52.611387,Daylight,Wolverhampton,-2.100245,1,1,Dry,Single carriageway,Urban,Car
201020G009870,Slight,03-11-2022,52.55457,Darkness - lighting unknown,Wolverhampton,-2.100705,1,2,Dry,Single carriageway,Urban,Car
201020G009911,Slight,13-02-2022,52.585691,Daylight,Wolverhampton,-2.166605,2,2,Wet or damp,Single carriageway,Urban,Car
201020G009912,Slight,12-02-2022,52.56484,Daylight,Wolverhampton,-2.071223,2,1,Wet or damp,Dual carriageway,Urban,Car
201020G009950,Serious,11-11-2022,52.561618,Daylight,Wolverhampton,-2.151762,1,2,Wet or damp,Single carriageway,Urban,Motorcycle over 500cc
201020G009970,Slight,10-11-2022,52.573424,Daylight,Wolverhampton,-2.127014,1,1,Dry,One way street,Urban,Car
201020G009980,Slight,03-09-2022,52.629505,Daylight,Wolverhampton,-2.141359,1,2,Dry,Single carriageway,Rural,Car
201020G009990,Slight,04-11-2022,52.563483,Darkness - lights lit,Wolverhampton,-2.084203,1,1,Wet or damp,Single carriageway,Urban,Car
201020G010012,Slight,05-02-2022,52.583713,Daylight,Wolverhampton,-2.081142,1,1,Dry,Dual carriageway,Urban,Car
201020G010020,Slight,12-11-2022,52.593685,Darkness - lights lit,Wolverhampton,-2.090314,2,2,Dry,Single carriageway,Urban,Car
201020G010030,Slight,14-11-2022,52.617685,Darkness - lights lit,Wolverhampton,-2.095089,1,1,Dry,Single carriageway,Urban,Motorcycle over 125cc and up to 500cc
201020G010040,Slight,08-11-2022,52.569594,Daylight,Wolverhampton,-2.087166,1,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G010090,Serious,09-11-2022,52.570694,Darkness - lights lit,Wolverhampton,-2.15445,1,1,Wet or damp,Single carriageway,Urban,Car
201020G010100,Slight,09-11-2022,52.567577,Darkness - lights lit,Wolverhampton,-2.13039,2,2,Wet or damp,Single carriageway,Urban,Car
201020G010111,Serious,06-02-2022,52.568073,Daylight,Wolverhampton,-2.165358,1,2,Dry,Single carriageway,Urban,Car
201020G010112,Slight,17-02-2022,52.607424,Darkness - lights lit,Wolverhampton,-2.109244,1,2,Wet or damp,Single carriageway,Urban,Car
201020G010210,Slight,15-11-2022,52.571021,Darkness - lights lit,Wolverhampton,-2.178059,3,1,Wet or damp,Single carriageway,Urban,Motorcycle 50cc and under
201020G010211,Slight,20-02-2022,52.574104,Darkness - lights lit,Wolverhampton,-2.159183,1,2,Dry,Single carriageway,Urban,Car
201020G010212,Slight,17-02-2022,52.594417,Daylight,Wolverhampton,-2.072304,1,2,Wet or damp,Single carriageway,Urban,Car
201020G010270,Slight,10-11-2022,52.595593,Darkness - lights lit,Wolverhampton,-2.157194,1,2,Dry,Single carriageway,Urban,Car
201020G010280,Slight,12-11-2022,52.577444,Darkness - lights lit,Wolverhampton,-2.149308,1,1,Dry,Single carriageway,Urban,Car
201020G010290,Slight,15-11-2022,52.55628,Darkness - lights lit,Wolverhampton,-2.175934,1,3,Dry,Single carriageway,Urban,Car
201020G010300,Slight,16-11-2022,52.577117,Daylight,Wolverhampton,-2.120679,1,1,Dry,Single carriageway,Urban,Car
201020G010310,Slight,19-11-2022,52.58362,Daylight,Wolverhampton,-2.085422,1,2,Dry,Dual carriageway,Urban,Car
201020G010311,Slight,24-02-2022,52.587802,Darkness - lights lit,Wolverhampton,-2.132812,2,2,Wet or damp,Dual carriageway,Urban,Motorcycle over 500cc
201020G010320,Slight,20-11-2022,52.592568,Darkness - lights lit,Wolverhampton,-2.131202,1,2,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
201020G010330,Slight,20-11-2022,52.572375,Daylight,Wolverhampton,-2.095434,2,2,Wet or damp,Single carriageway,Urban,Car
201020G010340,Slight,21-11-2022,52.581687,Darkness - lights lit,Wolverhampton,-2.133679,1,2,Wet or damp,Dual carriageway,Urban,Car
201020G010350,Serious,30-10-2022,52.594596,Darkness - lights lit,Wolverhampton,-2.072748,1,2,Dry,Single carriageway,Urban,Car
201020G010380,Slight,24-11-2022,52.625665,Daylight,Wolverhampton,-2.118153,1,1,Dry,Single carriageway,Urban,Car
201020G010390,Slight,24-11-2022,52.577699,Daylight,Wolverhampton,-2.065931,1,2,Frost or ice,Roundabout,Urban,Motorcycle 50cc and under
